campaign_id,date,channel,customer_segment,product,age,gender,impressions,clicks,converted,total_cost,revenue,month,month_name,ctr,conversion_rate,roi,cost_per_click
CAMP00043,2024-01-04 01:35:55.391078215,Email,Mid Value,Insurance,51,Male,4000,793,0,1.78,0.0,1,Jan,19.82,0.0,-100.0,0.0
CAMP00044,2024-01-04 03:21:03.852770554,SMS,Low Value,Credit Card,47,Female,3000,490,0,2.36,0.0,1,Jan,16.33,0.0,-100.0,0.0
CAMP00045,2024-01-04 05:06:12.314462892,Email,Low Value,Investment Fund,63,Female,5000,901,0,2.46,0.0,1,Jan,18.02,0.0,-100.0,0.0
CAMP00046,2024-01-04 06:51:20.776155231,Paid Search,Low Value,Insurance,59,Female,2000,377,0,6.48,0.0,1,Jan,18.85,0.0,-100.0,0.02
CAMP00047,2024-01-04 08:36:29.237847569,Paid Social,Low Value,Insurance,50,Male,4000,257,0,17.65,0.0,1,Jan,6.42,0.0,-100.0,0.07
CAMP00048,2024-01-04 10:21:37.699539908,Paid Social,Low Value,Credit Card,34,Female,1000,98,0,4.25,0.0,1,Jan,9.8,0.0,-100.0,0.04
CAMP00049,2024-01-04 12:06:46.161232246,Paid Social,Mid Value,Investment Fund,25,Male,4000,301,0,16.79,0.0,1,Jan,7.52,0.0,-100.0,0.06
CAMP00050,2024-01-04 13:51:54.622924584,Email,Low Value,Credit Card,38,Female,4000,758,0,2.19,0.0,1,Jan,18.95,0.0,-100.0,0.0
CAMP00051,2024-01-04 15:37:03.084616923,SMS,Mid Value,Savings Account,54,Female,2000,294,0,1.48,0.0,1,Jan,14.7,0.0,-100.0,0.01
CAMP00052,2024-01-04 17:22:11.546309261,Display,New Customer,Personal Loan,26,Female,2000,80,0,2.66,0.0,1,Jan,4.0,0.0,-100.0,0.03
CAMP00053,2024-01-04 19:07:20.008001600,SMS,Mid Value,Savings Account,49,Female,5000,991,0,4.44,0.0,1,Jan,19.82,0.0,-100.0,0.0
CAMP00054,2024-01-04 20:52:28.469693938,Display,High Value,Savings Account,45,Male,4000,198,0,5.27,0.0,1,Jan,4.95,0.0,-100.0,0.03
CAMP00055,2024-01-04 22:37:36.931386277,Paid Search,Low Value,Insurance,38,Male,4000,654,0,14.48,0.0,1,Jan,16.35,0.0,-100.0,0.02
CAMP00056,2024-01-05 00:22:45.393078615,SMS,Low Value,Savings Account,60,Male,3000,534,0,2.16,0.0,1,Jan,17.8,0.0,-100.0,0.0
CAMP00057,2024-01-05 02:07:53.854770954,Email,Low Value,Investment Fund,61,Female,3000,475,0,1.49,0.0,1,Jan,15.83,0.0,-100.0,0.0
CAMP00058,2024-01-05 03:53:02.316463292,Email,Mid Value,Savings Account,32,Male,1000,274,0,0.46,0.0,1,Jan,27.4,0.0,-100.0,0.0
CAMP00059,2024-01-05 05:38:10.778155631,Email,Low Value,Investment Fund,33,Male,1000,273,1,0.43,768.19,1,Jan,27.3,0.37,178548.84,0.0
CAMP00060,2024-01-05 07:23:19.239847969,Paid Social,Mid Value,Credit Card,34,Male,3000,222,0,11.77,0.0,1,Jan,7.4,0.0,-100.0,0.05
CAMP00061,2024-01-05 09:08:27.701540308,Paid Social,Churned,Insurance,29,Female,1000,57,0,4.16,0.0,1,Jan,5.7,0.0,-100.0,0.07
CAMP00062,2024-01-05 10:53:36.163232646,Email,Churned,Investment Fund,22,Male,4000,1003,0,1.77,0.0,1,Jan,25.07,0.0,-100.0,0.0
CAMP00063,2024-01-05 12:38:44.624924985,Display,Low Value,Savings Account,30,Female,2000,94,0,2.72,0.0,1,Jan,4.7,0.0,-100.0,0.03
CAMP00064,2024-01-05 14:23:53.086617323,Paid Social,Mid Value,Insurance,49,Female,4000,328,0,17.59,0.0,1,Jan,8.2,0.0,-100.0,0.05
CAMP00065,2024-01-05 16:09:01.548309661,Email,New Customer,Insurance,23,Male,3000,621,0,1.34,0.0,1,Jan,20.7,0.0,-100.0,0.0
CAMP00066,2024-01-05 17:54:10.010002000,Paid Social,High Value,Investment Fund,35,Male,5000,484,0,22.97,0.0,1,Jan,9.68,0.0,-100.0,0.05
CAMP00067,2024-01-05 19:39:18.471694338,Email,Low Value,Investment Fund,34,Female,5000,897,0,2.82,0.0,1,Jan,17.94,0.0,-100.0,0.0
CAMP00068,2024-01-05 21:24:26.933386677,Display,Mid Value,Personal Loan,23,Female,3000,115,0,3.34,0.0,1,Jan,3.83,0.0,-100.0,0.03
CAMP00069,2024-01-05 23:09:35.395079015,Email,Churned,Personal Loan,25,Female,4000,628,0,1.79,0.0,1,Jan,15.7,0.0,-100.0,0.0
CAMP00070,2024-01-06 00:54:43.856771354,SMS,High Value,Insurance,33,Male,1000,143,0,0.76,0.0,1,Jan,14.3,0.0,-100.0,0.01
CAMP00071,2024-01-06 02:39:52.318463692,Display,Low Value,Personal Loan,31,Female,1000,50,0,1.32,0.0,1,Jan,5.0,0.0,-100.0,0.03
CAMP00072,2024-01-06 04:25:00.780156031,Email,New Customer,Savings Account,24,Female,5000,1151,0,2.26,0.0,1,Jan,23.02,0.0,-100.0,0.0
CAMP00073,2024-01-06 06:10:09.241848369,Email,Low Value,Credit Card,25,Female,3000,781,0,1.63,0.0,1,Jan,26.03,0.0,-100.0,0.0
CAMP00074,2024-01-06 07:55:17.703540708,Display,High Value,Insurance,27,Male,3000,119,0,3.83,0.0,1,Jan,3.97,0.0,-100.0,0.03
CAMP00075,2024-01-06 09:40:26.165233046,Paid Search,Churned,Credit Card,44,Female,2000,360,0,7.95,0.0,1,Jan,18.0,0.0,-100.0,0.02
CAMP00076,2024-01-06 11:25:34.626925385,Paid Search,Low Value,Personal Loan,26,Female,5000,767,0,18.62,0.0,1,Jan,15.34,0.0,-100.0,0.02
CAMP00077,2024-01-06 13:10:43.088617723,Display,Low Value,Investment Fund,24,Female,3000,84,0,3.46,0.0,1,Jan,2.8,0.0,-100.0,0.04
CAMP00078,2024-01-06 14:55:51.550310062,Email,Mid Value,Insurance,31,Female,2000,545,0,0.88,0.0,1,Jan,27.25,0.0,-100.0,0.0
CAMP00079,2024-01-06 16:41:00.012002400,Paid Social,Low Value,Personal Loan,64,Female,1000,63,0,4.02,0.0,1,Jan,6.3,0.0,-100.0,0.06
CAMP00080,2024-01-06 18:26:08.473694738,Email,Low Value,Savings Account,40,Male,5000,1067,0,2.58,0.0,1,Jan,21.34,0.0,-100.0,0.0
CAMP00081,2024-01-06 20:11:16.935387077,Display,High Value,Insurance,35,Male,5000,197,0,6.72,0.0,1,Jan,3.94,0.0,-100.0,0.03
CAMP00082,2024-01-06 21:56:25.397079415,Paid Search,High Value,Insurance,42,Female,3000,327,0,12.54,0.0,1,Jan,10.9,0.0,-100.0,0.04
CAMP00083,2024-01-06 23:41:33.858771754,Paid Social,New Customer,Investment Fund,64,Female,3000,175,0,10.83,0.0,1,Jan,5.83,0.0,-100.0,0.06
CAMP00084,2024-01-07 01:26:42.320464092,Email,Mid Value,Insurance,49,Female,4000,1018,0,1.78,0.0,1,Jan,25.45,0.0,-100.0,0.0
CAMP00085,2024-01-07 03:11:50.782156431,Paid Social,Mid Value,Investment Fund,42,Female,1000,70,0,4.64,0.0,1,Jan,7.0,0.0,-100.0,0.07
CAMP00086,2024-01-07 04:56:59.243848769,Paid Social,Low Value,Personal Loan,57,Female,1000,75,0,4.75,0.0,1,Jan,7.5,0.0,-100.0,0.06
CAMP00087,2024-01-07 06:42:07.705541108,Paid Search,New Customer,Savings Account,45,Female,2000,311,0,6.59,0.0,1,Jan,15.55,0.0,-100.0,0.02
CAMP00088,2024-01-07 08:27:16.167233446,Paid Search,High Value,Savings Account,59,Male,2000,277,0,8.06,0.0,1,Jan,13.85,0.0,-100.0,0.03
CAMP00089,2024-01-07 10:12:24.628925785,Display,Low Value,Insurance,38,Female,4000,186,0,4.61,0.0,1,Jan,4.65,0.0,-100.0,0.02
CAMP00090,2024-01-07 11:57:33.090618123,Paid Social,High Value,Insurance,43,Female,1000,98,0,4.03,0.0,1,Jan,9.8,0.0,-100.0,0.04
CAMP00091,2024-01-07 13:42:41.552310462,Email,High Value,Personal Loan,40,Male,2000,323,0,1.04,0.0,1,Jan,16.15,0.0,-100.0,0.0
CAMP00092,2024-01-07 15:27:50.014002800,Paid Search,High Value,Investment Fund,31,Male,1000,162,0,4.15,0.0,1,Jan,16.2,0.0,-100.0,0.03
CAMP00093,2024-01-07 17:12:58.475695139,Display,New Customer,Savings Account,32,Male,1000,35,0,1.12,0.0,1,Jan,3.5,0.0,-100.0,0.03
CAMP00094,2024-01-07 18:58:06.937387477,Paid Search,High Value,Investment Fund,59,Male,2000,314,0,8.07,0.0,1,Jan,15.7,0.0,-100.0,0.03
CAMP00095,2024-01-07 20:43:15.399079816,Display,High Value,Personal Loan,23,Female,3000,118,0,3.75,0.0,1,Jan,3.93,0.0,-100.0,0.03
CAMP00096,2024-01-07 22:28:23.860772154,Paid Social,Low Value,Savings Account,54,Male,3000,216,0,12.67,0.0,1,Jan,7.2,0.0,-100.0,0.06
CAMP00097,2024-01-08 00:13:32.322464492,Paid Social,New Customer,Savings Account,64,Male,2000,121,0,8.66,0.0,1,Jan,6.05,0.0,-100.0,0.07
CAMP00098,2024-01-08 01:58:40.784156831,Paid Social,Mid Value,Credit Card,52,Male,4000,331,0,14.37,0.0,1,Jan,8.28,0.0,-100.0,0.04
CAMP00099,2024-01-08 03:43:49.245849169,Email,Low Value,Personal Loan,56,Female,5000,844,0,2.13,0.0,1,Jan,16.88,0.0,-100.0,0.0
CAMP00100,2024-01-08 05:28:57.707541508,Email,High Value,Personal Loan,58,Female,1000,174,0,0.51,0.0,1,Jan,17.4,0.0,-100.0,0.0
CAMP00101,2024-01-08 07:14:06.169233846,Email,Low Value,Credit Card,57,Female,5000,1418,0,2.52,0.0,1,Jan,28.36,0.0,-100.0,0.0
CAMP00102,2024-01-08 08:59:14.630926185,Paid Search,Low Value,Investment Fund,44,Male,2000,267,0,6.62,0.0,1,Jan,13.35,0.0,-100.0,0.02
CAMP00103,2024-01-08 10:44:23.092618523,Paid Social,Low Value,Credit Card,57,Female,1000,84,0,4.19,0.0,1,Jan,8.4,0.0,-100.0,0.05
CAMP00104,2024-01-08 12:29:31.554310862,Paid Social,Mid Value,Personal Loan,61,Male,5000,345,0,22.62,0.0,1,Jan,6.9,0.0,-100.0,0.07
CAMP00105,2024-01-08 14:14:40.016003200,SMS,Mid Value,Investment Fund,60,Male,3000,658,0,2.43,0.0,1,Jan,21.93,0.0,-100.0,0.0
CAMP00106,2024-01-08 15:59:48.477695539,Email,High Value,Savings Account,47,Male,4000,765,1,2.01,655.64,1,Jan,19.12,0.13,32518.91,0.0
CAMP00107,2024-01-08 17:44:56.939387877,Paid Social,Mid Value,Credit Card,46,Male,5000,368,0,22.37,0.0,1,Jan,7.36,0.0,-100.0,0.06
CAMP00108,2024-01-08 19:30:05.401080216,Display,High Value,Investment Fund,38,Female,4000,170,0,4.33,0.0,1,Jan,4.25,0.0,-100.0,0.03
CAMP00109,2024-01-08 21:15:13.862772554,Email,New Customer,Investment Fund,36,Female,3000,806,0,1.48,0.0,1,Jan,26.87,0.0,-100.0,0.0
CAMP00110,2024-01-08 23:00:22.324464893,Email,Churned,Investment Fund,58,Female,5000,1308,0,2.24,0.0,1,Jan,26.16,0.0,-100.0,0.0
CAMP00111,2024-01-09 00:45:30.786157231,Email,Churned,Credit Card,25,Female,2000,377,0,1.01,0.0,1,Jan,18.85,0.0,-100.0,0.0
CAMP00112,2024-01-09 02:30:39.247849569,Email,New Customer,Savings Account,43,Male,1000,263,0,0.51,0.0,1,Jan,26.3,0.0,-100.0,0.0
CAMP00113,2024-01-09 04:15:47.709541908,SMS,Low Value,Investment Fund,38,Male,3000,605,0,2.13,0.0,1,Jan,20.17,0.0,-100.0,0.0
CAMP00114,2024-01-09 06:00:56.171234246,Display,New Customer,Credit Card,43,Male,4000,207,0,4.19,0.0,1,Jan,5.18,0.0,-100.0,0.02
CAMP00115,2024-01-09 07:46:04.632926585,Paid Search,Mid Value,Personal Loan,38,Male,4000,756,0,13.68,0.0,1,Jan,18.9,0.0,-100.0,0.02
CAMP00116,2024-01-09 09:31:13.094618923,Display,Low Value,Credit Card,35,Male,3000,122,0,3.69,0.0,1,Jan,4.07,0.0,-100.0,0.03
CAMP00117,2024-01-09 11:16:21.556311262,Display,Low Value,Credit Card,35,Female,2000,91,0,2.18,0.0,1,Jan,4.55,0.0,-100.0,0.02
CAMP00118,2024-01-09 13:01:30.018003600,Email,Low Value,Credit Card,38,Female,2000,458,0,0.93,0.0,1,Jan,22.9,0.0,-100.0,0.0
CAMP00119,2024-01-09 14:46:38.479695939,Display,New Customer,Investment Fund,29,Male,4000,169,0,5.09,0.0,1,Jan,4.23,0.0,-100.0,0.03
CAMP00120,2024-01-09 16:31:46.941388277,Paid Social,Mid Value,Credit Card,55,Male,3000,182,0,11.65,0.0,1,Jan,6.07,0.0,-100.0,0.06
CAMP00121,2024-01-09 18:16:55.403080616,Display,Mid Value,Personal Loan,47,Female,3000,84,0,3.49,0.0,1,Jan,2.8,0.0,-100.0,0.04
CAMP00122,2024-01-09 20:02:03.864772954,Display,Churned,Investment Fund,51,Female,1000,29,0,1.35,0.0,1,Jan,2.9,0.0,-100.0,0.05
CAMP00123,2024-01-09 21:47:12.326465293,Paid Social,High Value,Personal Loan,43,Male,4000,409,1,18.44,350.58,1,Jan,10.22,0.24,1801.19,0.05
CAMP00124,2024-01-09 23:32:20.788157631,Email,Low Value,Insurance,37,Female,2000,341,0,0.93,0.0,1,Jan,17.05,0.0,-100.0,0.0
CAMP00125,2024-01-10 01:17:29.249849970,Email,Churned,Credit Card,51,Female,5000,799,0,2.57,0.0,1,Jan,15.98,0.0,-100.0,0.0
CAMP00126,2024-01-10 03:02:37.711542308,Paid Social,Low Value,Investment Fund,37,Male,2000,141,0,8.82,0.0,1,Jan,7.05,0.0,-100.0,0.06
CAMP00127,2024-01-10 04:47:46.173234647,Display,Low Value,Investment Fund,59,Male,2000,84,0,2.69,0.0,1,Jan,4.2,0.0,-100.0,0.03
CAMP00128,2024-01-10 06:32:54.634926985,Display,Mid Value,Credit Card,45,Female,5000,253,0,6.09,0.0,1,Jan,5.06,0.0,-100.0,0.02
CAMP00129,2024-01-10 08:18:03.096619323,Email,Mid Value,Savings Account,57,Female,4000,985,0,2.04,0.0,1,Jan,24.62,0.0,-100.0,0.0
CAMP00130,2024-01-10 10:03:11.558311662,Paid Social,New Customer,Savings Account,56,Male,1000,69,0,4.69,0.0,1,Jan,6.9,0.0,-100.0,0.07
CAMP00131,2024-01-10 11:48:20.020004000,Paid Social,Low Value,Personal Loan,27,Female,2000,202,0,7.28,0.0,1,Jan,10.1,0.0,-100.0,0.04
CAMP00132,2024-01-10 13:33:28.481696339,Email,Low Value,Credit Card,25,Female,2000,317,0,1.04,0.0,1,Jan,15.85,0.0,-100.0,0.0
CAMP00133,2024-01-10 15:18:36.943388677,Email,High Value,Credit Card,39,Female,4000,1132,0,1.95,0.0,1,Jan,28.3,0.0,-100.0,0.0
CAMP00134,2024-01-10 17:03:45.405081016,Paid Social,High Value,Insurance,27,Male,4000,235,0,18.87,0.0,1,Jan,5.88,0.0,-100.0,0.08
CAMP00135,2024-01-10 18:48:53.866773354,SMS,Churned,Savings Account,47,Female,3000,622,0,2.73,0.0,1,Jan,20.73,0.0,-100.0,0.0
CAMP00136,2024-01-10 20:34:02.328465693,Paid Social,Mid Value,Savings Account,58,Female,4000,232,1,15.14,641.21,1,Jan,5.8,0.43,4135.2,0.07
CAMP00137,2024-01-10 22:19:10.790158031,Paid Social,Low Value,Credit Card,48,Male,4000,402,0,15.7,0.0,1,Jan,10.05,0.0,-100.0,0.04
CAMP00138,2024-01-11 00:04:19.251850370,Paid Search,High Value,Personal Loan,62,Male,2000,229,1,7.08,365.71,1,Jan,11.45,0.44,5065.4,0.03
CAMP00139,2024-01-11 01:49:27.713542708,Paid Social,Low Value,Credit Card,32,Female,1000,58,0,3.7,0.0,1,Jan,5.8,0.0,-100.0,0.06
CAMP00140,2024-01-11 03:34:36.175235047,SMS,Churned,Personal Loan,59,Male,2000,444,0,1.59,0.0,1,Jan,22.2,0.0,-100.0,0.0
CAMP00141,2024-01-11 05:19:44.636927385,SMS,Low Value,Savings Account,37,Male,4000,545,0,3.21,0.0,1,Jan,13.63,0.0,-100.0,0.01
CAMP00142,2024-01-11 07:04:53.098619724,Email,High Value,Insurance,40,Female,3000,777,0,1.53,0.0,1,Jan,25.9,0.0,-100.0,0.0
CAMP00143,2024-01-11 08:50:01.560312062,Paid Social,Low Value,Investment Fund,64,Male,1000,91,0,4.41,0.0,1,Jan,9.1,0.0,-100.0,0.05
CAMP00144,2024-01-11 10:35:10.022004400,Paid Social,New Customer,Savings Account,36,Female,3000,254,0,10.95,0.0,1,Jan,8.47,0.0,-100.0,0.04
CAMP00145,2024-01-11 12:20:18.483696739,Email,Low Value,Personal Loan,47,Female,5000,1019,0,2.59,0.0,1,Jan,20.38,0.0,-100.0,0.0
CAMP00146,2024-01-11 14:05:26.945389077,Email,New Customer,Credit Card,62,Male,3000,824,0,1.69,0.0,1,Jan,27.47,0.0,-100.0,0.0
CAMP00147,2024-01-11 15:50:35.407081416,Paid Search,Low Value,Savings Account,52,Female,3000,550,0,11.25,0.0,1,Jan,18.33,0.0,-100.0,0.02
CAMP00148,2024-01-11 17:35:43.868773754,Paid Social,New Customer,Insurance,40,Female,4000,305,0,14.82,0.0,1,Jan,7.62,0.0,-100.0,0.05
CAMP00149,2024-01-11 19:20:52.330466093,Email,Low Value,Personal Loan,45,Female,4000,738,0,1.75,0.0,1,Jan,18.45,0.0,-100.0,0.0
CAMP00150,2024-01-11 21:06:00.792158431,Email,High Value,Credit Card,30,Female,4000,759,0,1.87,0.0,1,Jan,18.98,0.0,-100.0,0.0
CAMP00151,2024-01-11 22:51:09.253850770,SMS,Mid Value,Investment Fund,44,Female,4000,599,0,3.44,0.0,1,Jan,14.98,0.0,-100.0,0.01
CAMP00152,2024-01-12 00:36:17.715543108,Email,Mid Value,Personal Loan,25,Male,4000,901,0,1.86,0.0,1,Jan,22.52,0.0,-100.0,0.0
CAMP00153,2024-01-12 02:21:26.177235447,Email,Churned,Credit Card,31,Male,3000,805,0,1.64,0.0,1,Jan,26.83,0.0,-100.0,0.0
CAMP00154,2024-01-12 04:06:34.638927785,Paid Social,New Customer,Investment Fund,30,Female,5000,465,0,23.01,0.0,1,Jan,9.3,0.0,-100.0,0.05
CAMP00155,2024-01-12 05:51:43.100620124,SMS,Low Value,Credit Card,40,Female,4000,847,0,3.16,0.0,1,Jan,21.18,0.0,-100.0,0.0
CAMP00156,2024-01-12 07:36:51.562312462,Email,Mid Value,Investment Fund,36,Male,5000,1065,0,2.35,0.0,1,Jan,21.3,0.0,-100.0,0.0
CAMP00157,2024-01-12 09:22:00.024004801,Paid Search,Mid Value,Investment Fund,55,Female,5000,670,0,19.56,0.0,1,Jan,13.4,0.0,-100.0,0.03
CAMP00158,2024-01-12 11:07:08.485697139,Display,New Customer,Investment Fund,63,Female,2000,92,0,2.62,0.0,1,Jan,4.6,0.0,-100.0,0.03
CAMP00159,2024-01-12 12:52:16.947389477,Email,Low Value,Credit Card,40,Female,2000,517,0,0.87,0.0,1,Jan,25.85,0.0,-100.0,0.0
CAMP00160,2024-01-12 14:37:25.409081816,Paid Search,Mid Value,Investment Fund,42,Male,1000,167,0,4.32,0.0,1,Jan,16.7,0.0,-100.0,0.03
CAMP00161,2024-01-12 16:22:33.870774154,Paid Social,Low Value,Personal Loan,55,Female,2000,115,0,8.77,0.0,1,Jan,5.75,0.0,-100.0,0.08
CAMP00162,2024-01-12 18:07:42.332466493,Paid Search,High Value,Insurance,38,Male,4000,632,0,14.74,0.0,1,Jan,15.8,0.0,-100.0,0.02
CAMP00163,2024-01-12 19:52:50.794158831,Paid Search,Mid Value,Insurance,39,Female,5000,681,0,19.03,0.0,1,Jan,13.62,0.0,-100.0,0.03
CAMP00164,2024-01-12 21:37:59.255851170,Paid Social,Low Value,Investment Fund,38,Female,1000,65,0,4.06,0.0,1,Jan,6.5,0.0,-100.0,0.06
CAMP00165,2024-01-12 23:23:07.717543508,Email,High Value,Insurance,23,Male,2000,491,0,0.97,0.0,1,Jan,24.55,0.0,-100.0,0.0
CAMP00166,2024-01-13 01:08:16.179235847,Display,Churned,Insurance,22,Male,3000,103,0,3.7,0.0,1,Jan,3.43,0.0,-100.0,0.04
CAMP00167,2024-01-13 02:53:24.640928185,Paid Social,Mid Value,Investment Fund,64,Female,1000,99,0,3.65,0.0,1,Jan,9.9,0.0,-100.0,0.04
